Recording_Time_s,Arm_Angle_deg,Motor_Speed_rad_s,PWM_Input_us,Duty_Cycle_percent
17.072306,27.343579,470.937600,1336.00,6.6800
17.082363,27.343064,470.937600,1336.00,6.6800
17.092403,27.343034,470.937600,1336.00,6.6800
17.102531,27.343214,470.937600,1336.00,6.6800
17.112470,27.343519,470.937600,1336.00,6.6800
17.122578,27.343897,470.937600,1336.00,6.6800
17.132668,27.344357,470.937600,1336.00,6.6800
17.142671,27.344992,470.937600,1336.00,6.6800
17.152837,27.345902,470.937600,1336.00,6.6800
17.162744,27.347099,470.937600,1336.00,6.6800
17.172852,27.348463,470.937600,1336.00,6.6800
17.182879,27.349825,470.937600,1336.00,6.6800
17.192975,27.351215,470.937600,1336.00,6.6800
17.202981,27.352971,470.937600,1336.00,6.6800
17.212923,27.355081,470.937600,1336.00,6.6800
17.223018,27.357516,470.937600,1336.00,6.6800
17.233076,27.360091,470.937600,1336.00,6.6800
17.243121,27.362934,470.937600,1336.00,6.6800
17.253219,27.365855,470.937600,1336.00,6.6800
17.263146,27.368879,470.937600,1336.00,6.6800
17.273333,27.372260,470.937600,1336.00,6.6800
17.283379,27.375717,470.937600,1336.00,6.6800
17.293375,27.379606,470.937600,1336.00,6.6800
17.303582,27.383534,470.937600,1336.00,6.6800
17.313483,27.387492,470.937600,1336.00,6.6800
17.323530,27.391420,470.937600,1336.00,6.6800
17.333626,27.395496,470.937600,1336.00,6.6800
17.343635,27.399874,470.937600,1336.00,6.6800
17.353805,27.404292,470.937600,1336.00,6.6800
17.363740,27.408740,470.937600,1336.00,6.6800
17.373776,27.413066,470.937600,1336.00,6.6800
17.383861,27.417357,470.937600,1336.00,6.6800
17.394173,27.421897,470.937600,1336.00,6.6800
17.404192,27.426317,470.937600,1336.00,6.6800
17.414215,27.430962,470.937600,1336.00,6.6800
17.424317,27.435678,470.937600,1336.00,6.6800
17.434341,27.440230,470.937600,1336.00,6.6800
17.444394,27.444840,470.937600,1336.00,6.6800
17.454388,27.449557,470.937600,1336.00,6.6800
17.464463,27.454007,470.937600,1336.00,6.6800
17.474565,27.458331,470.937600,1336.00,6.6800
17.484565,27.462662,470.937600,1336.00,6.6800
17.494565,27.466854,470.937600,1336.00,6.6800
17.504811,27.470857,470.937600,1336.00,6.6800
17.514705,27.474626,470.937600,1336.00,6.6800
17.524824,27.478006,470.937600,1336.00,6.6800
17.534841,27.481083,470.937600,1336.00,6.6800
17.544839,27.484024,470.937600,1336.00,6.6800
17.554898,27.486916,470.937600,1336.00,6.6800
17.564948,27.489601,470.937600,1336.00,6.6800
17.575199,27.492093,470.937600,1336.00,6.6800
17.585143,27.494464,470.937600,1336.00,6.6800
17.595030,27.496640,470.937600,1336.00,6.6800
17.605052,27.498480,470.937600,1336.00,6.6800
17.615037,27.500419,470.937600,1336.00,6.6800
17.625145,27.502182,470.937600,1336.00,6.6800
17.635109,27.503815,470.937600,1336.00,6.6800
17.645121,27.505478,470.937600,1336.00,6.6800
17.655121,27.506910,470.937600,1336.00,6.6800
17.665184,27.508253,470.937600,1336.00,6.6800
17.675379,27.509537,470.937600,1336.00,6.6800
17.685380,27.510728,470.937600,1336.00,6.6800
17.695334,27.511701,470.937600,1336.00,6.6800
17.705463,27.512343,470.937600,1336.00,6.6800
17.715515,27.512930,470.937600,1336.00,6.6800
17.725529,27.513339,470.937600,1336.00,6.6800
17.735632,27.513685,470.937600,1336.00,6.6800
17.745580,27.514007,470.937600,1336.00,6.6800
17.755701,27.514192,470.937600,1336.00,6.6800
17.765829,27.514311,470.937600,1336.00,6.6800
17.775820,27.514328,470.937600,1336.00,6.6800
17.785902,27.514353,470.937600,1336.00,6.6800
17.795817,27.513906,470.937600,1336.00,6.6800
17.805909,27.513295,470.937600,1336.00,6.6800
17.815957,27.512230,470.937600,1336.00,6.6800
17.825991,27.511006,470.937600,1336.00,6.6800
17.836018,27.509633,470.937600,1336.00,6.6800
17.846015,27.507874,470.937600,1336.00,6.6800
17.856103,27.506046,470.937600,1336.00,6.6800
17.866158,27.504256,470.937600,1336.00,6.6800
17.876202,27.502337,470.937600,1336.00,6.6800
17.886246,27.500027,470.937600,1336.00,6.6800
17.896260,27.497562,470.937600,1336.00,6.6800
17.906405,27.495307,470.937600,1336.00,6.6800
17.916439,27.493028,470.937600,1336.00,6.6800
17.926508,27.490666,470.937600,1336.00,6.6800
17.936493,27.488124,470.937600,1336.00,6.6800
17.946537,27.485448,470.937600,1336.00,6.6800
17.956524,27.482547,470.937600,1336.00,6.6800
17.966578,27.479400,470.937600,1336.00,6.6800
17.976748,27.476045,470.937600,1336.00,6.6800
17.986715,27.472510,470.937600,1336.00,6.6800
17.996695,27.469274,470.937600,1336.00,6.6800
18.006765,27.466279,470.937600,1336.00,6.6800
18.016792,27.463104,470.937600,1336.00,6.6800
18.027030,27.459997,470.937600,1336.00,6.6800
18.036902,27.456813,470.937600,1336.00,6.6800
18.046880,27.453784,470.937600,1336.00,6.6800
18.056981,27.450544,470.937600,1336.00,6.6800
18.067042,27.447128,470.937600,1336.00,6.6800
18.077167,27.443607,470.937600,1336.00,6.6800
18.087128,27.439890,470.937600,1336.00,6.6800
18.097128,27.435996,470.937600,1336.00,6.6800
18.107145,27.432026,470.937600,1336.00,6.6800
18.117220,27.427999,470.937600,1336.00,6.6800
18.127196,27.423809,470.937600,1336.00,6.6800
18.137302,27.419819,470.937600,1336.00,6.6800
18.147354,27.416063,470.937600,1336.00,6.6800
18.157366,27.412131,470.937600,1336.00,6.6800
18.167445,27.408239,470.937600,1336.00,6.6800
18.177667,27.404678,470.937600,1336.00,6.6800
18.187474,27.401323,470.937600,1336.00,6.6800
18.197577,27.397928,470.937600,1336.00,6.6800
18.207626,27.394700,470.937600,1336.00,6.6800
18.217621,27.391463,470.937600,1336.00,6.6800
18.227811,27.388318,470.937600,1336.00,6.6800
18.237776,27.385307,470.937600,1336.00,6.6800
18.247758,27.382566,470.937600,1336.00,6.6800
18.257846,27.379922,470.937600,1336.00,6.6800
18.267846,27.377464,470.937600,1336.00,6.6800
18.277891,27.375345,470.937600,1336.00,6.6800
18.287905,27.373498,470.937600,1336.00,6.6800
18.298008,27.372083,470.937600,1336.00,6.6800
18.308137,27.370532,470.937600,1336.00,6.6800
18.318065,27.369208,470.937600,1336.00,6.6800
18.328071,27.368111,470.937600,1336.00,6.6800
18.338104,27.367377,470.937600,1336.00,6.6800
18.348168,27.366612,470.937600,1336.00,6.6800
18.358313,27.365961,470.937600,1336.00,6.6800
18.368280,27.365413,470.937600,1336.00,6.6800
18.378294,27.364778,470.937600,1336.00,6.6800
18.388352,27.364251,470.937600,1336.00,6.6800
18.398416,27.363905,470.937600,1336.00,6.6800
18.408506,27.363391,470.937600,1336.00,6.6800
18.418488,27.363063,470.937600,1336.00,6.6800
18.428511,27.362664,470.937600,1336.00,6.6800
18.438527,27.362578,470.937600,1336.00,6.6800
18.448757,27.362900,470.937600,1336.00,6.6800
18.458673,27.363505,470.937600,1336.00,6.6800
18.468724,27.364367,470.937600,1336.00,6.6800
18.478720,27.365457,470.937600,1336.00,6.6800
18.488840,27.366566,470.937600,1336.00,6.6800
18.498907,27.367894,470.937600,1336.00,6.6800
18.508960,27.369272,470.937600,1336.00,6.6800
18.518970,27.370615,470.937600,1336.00,6.6800
18.528955,27.371987,470.937600,1336.00,6.6800
18.539095,27.373422,470.937600,1336.00,6.6800
18.549234,27.374849,470.937600,1336.00,6.6800
18.559330,27.376468,470.937600,1336.00,6.6800
18.569252,27.377898,470.937600,1336.00,6.6800
18.579206,27.379438,470.937600,1336.00,6.6800
18.589294,27.381028,470.937600,1336.00,6.6800
18.599405,27.382686,470.937600,1336.00,6.6800
18.609366,27.384627,470.937600,1336.00,6.6800
